Time, ManagementArea, Prescription, StandMapCode, EventID, StandAge, StandRank, StandSiteCount, DamagedSites, MgBiomassRemoved, MgBioRemovedPerDamagedHa, CohortsDamaged, CohortsKilled, CohortsKilledByabiebals, CohortsKilledByacernegu, CohortsKilledByacerrubr, CohortsKilledByacersacc, CohortsKilledByacerspic, CohortsKilledBybetualle, CohortsKilledBybetupapy, CohortsKilledByceltis, CohortsKilledByfraxamer, CohortsKilledByfraxnigr, CohortsKilledByfraxpenn, CohortsKilledBylarilari, CohortsKilledByostrvirg, CohortsKilledBypiceglau, CohortsKilledBypicemari, CohortsKilledBypinubank, CohortsKilledBypinuresi, CohortsKilledBypinustro, CohortsKilledBypopubals, CohortsKilledBypopudelt, CohortsKilledBypopugran, CohortsKilledBypoputrem, CohortsKilledByprunpens, CohortsKilledByprunsero, CohortsKilledByprunvirg, CohortsKilledByqueralba, CohortsKilledByquerelli, CohortsKilledByquermacr, CohortsKilledByquerrubr, CohortsKilledBysalix, CohortsKilledBythujocci, CohortsKilledBytiliamer, CohortsKilledByulmuamer, CohortsKilledByulmurubr, 
25, 1, CNF_SpruceFir, 110441, 6776, 0, 608, 1, 1, 596, 149, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 146817, 6555, 0, 787.5, 3, 3, 1676.16, 139.68, 0, 26, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
25, 1, Hardwoods_Unevenaged, 138865, 6779, 81, 304, 1, 1, 103.56, 25.89, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 115126, 6797, 81, 236.7, 1, 1, 212.68, 53.17, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 
25, 1, Thinning_Aspen, 129931, 6539, 111, 17495, 3, 2, 103.2, 12.9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Clearcut, 103490, 6564, 0, 286.7, 2, 2, 369.2, 46.15, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 
25, 1, JPine_Clearcut, 106564, 6400, 0, 68, 3, 3, 1210.88, 100.91, 0, 9, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, JPine_Clearcut, 115536, 6227, 0, 102, 1, 1, 391.24, 97.81, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 120044, 6838, 0, 732.3, 2, 2, 835.48, 104.44, 0, 12, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, JPine_Clearcut, 110377, 6111, 0, 102, 1, 1, 435.72, 108.93, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
25, 1, Hardwoods_Unevenaged, 101900, 6507, 81, 528, 1, 1, 56.24, 14.06, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 143399, 7146, 191, 219.2, 2, 1, 51.64, 12.91, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 121222, 6787, 51, 236.7, 1, 1, 531.56, 132.89, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 4, 4, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 
25, 1, CNF_SpruceFir, 134996, 6546, 0, 678.5, 4, 4, 2224.32, 139.02, 0, 47, 6, 3, 1, 1, 0, 0, 0, 0, 0, 5, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 2, 0, 
25, 1, Thinning_PineHard, 129632, 6672, 91, 17026, 20, 11, 2844.64, 64.65, 26, 22, 0, 0, 0, 6, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 11, 0, 0, 
25, 1, Aspen_Clearcut, 132972, 6721, 0, 762.5, 1, 1, 534.28, 133.57, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Thinning_PineHard, 108221, 6821, 64, 16827, 3, 1, 36.08, 9.02, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 131519, 6754, 81, 252.5, 2, 1, 47.16, 11.79, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 133654, 6675, 61, 253.3, 1, 1, 436.32, 109.08, 0, 9, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 111772, 7142, 0, 685, 3, 3, 1597.28, 133.11, 0, 21, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
25, 1, LowlandConifer_Clearcut, 111558, 6277, 0, 765.3, 5, 5, 1750.64, 87.53, 0, 48, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 100517, 6818, 65, 235.8, 4, 3, 342.28, 28.52, 5, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 100017, 6782, 78, 246, 5, 3, 307.56, 25.63, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 
25, 1, Aspen_Clearcut, 108894, 7105, 0, 687.4, 4, 4, 1839.84, 114.99, 0, 49, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 7, 0, 0, 15, 0, 0, 0, 0, 0, 3, 0, 1, 9, 0, 0, 0, 
25, 1, Aspen_Clearcut, 100016, 6101, 0, 1599, 2, 2, 1168.92, 146.12, 0, 22, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, CNF_SpruceFir, 107407, 6885, 0, 601.3, 8, 6, 2221.88, 92.58, 0, 26, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 118581, 6563, 50, 286.7, 2, 2, 63.44, 7.93, 4, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 115058, 6083, 0, 1909.5, 1, 1, 587.4, 146.85, 0, 15, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 130467, 6211, 91, 388.3, 1, 1, 115.88, 28.97, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 145846, 6517, 96, 300.5, 7, 7, 214.44, 7.66, 12, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Clearcut, 125023, 6391, 0, 355, 1, 1, 227.36, 56.84, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 109622, 6548, 0, 792.9, 4, 4, 1916.24, 119.77, 0, 50, 0, 0, 4, 1, 0, 0, 7, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 3, 4, 0, 5, 16, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 2, 0, 
25, 1, Thinning_PineHard, 132712, 6099, 67, 17581, 6, 1, 23.6, 5.9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, CNF_SpruceFir, 109676, 6575, 0, 668, 1, 1, 347.32, 86.83, 0, 6, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 116409, 6127, 0, 1365.6, 4, 4, 2373.36, 148.34, 0, 51, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 29, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 
25, 1, Hardwoods_Unevenaged, 101788, 6367, 131, 1202, 2, 1, 96.8, 24.2, 11, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0, 0, 
25, 1, Oak_Clearcut, 126435, 6130, 0, 456.7, 1, 1, 267.84, 66.96, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 106667, 6832, 0, 735, 2, 2, 1067.84, 133.48, 0, 20, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 107642, 6378, 0, 877.3, 4, 4, 1987.72, 124.23, 0, 37, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 17, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Clearcut, 132548, 6586, 0, 278.8, 4, 3, 369.04, 30.75, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 12, 1, 0, 0, 4, 0, 0, 
25, 1, CNF_SpruceFir, 142256, 7024, 0, 590, 2, 2, 1167.28, 145.91, 0, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 
25, 1, Hardwoods_Unevenaged, 123449, 6872, 86, 264, 2, 1, 53.24, 13.31, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Thinning_PineHard, 137882, 6119, 73, 17541, 4, 1, 38.6, 9.65, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Hardwoods_Unevenaged, 144170, 6577, 71, 386, 3, 2, 114.64, 14.33, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Hardwoods_Unevenaged, 115217, 6540, 77, 422.4, 5, 4, 227.76, 14.24, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Clearcut, 146383, 6485, 0, 321.7, 1, 1, 241.36, 60.34, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 1, 0, 0, 2, 0, 0, 
25, 1, Oak_Shelter, 126426, 6454, 76, 338.3, 2, 2, 238.12, 29.77, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 
25, 1, CNF_SpruceFir, 112184, 6208, 0, 792, 1, 1, 554.04, 138.51, 0, 12, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 140335, 6096, 127, 526.7, 3, 3, 337.36, 28.11, 8, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 100039, 7222, 0, 673.5, 2, 2, 1084.04, 135.51, 0, 18, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Thinning_PineHard, 118375, 6245, 71, 17489, 2, 1, 88.64, 22.16, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Clearcut, 136024, 6379, 0, 355, 1, 1, 306.8, 76.7, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
25, 1, Hardwoods_Unevenaged, 119728, 6353, 111, 1862, 1, 1, 186.6, 46.65, 8, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 
25, 1, Oak_Clearcut, 144737, 6488, 0, 321.7, 1, 1, 247.92, 61.98, 0, 12, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 2, 0, 0, 2, 1, 0, 
25, 1, Aspen_Clearcut, 113889, 6688, 0, 762.5, 6, 6, 3168.68, 132.03, 0, 58, 0, 0, 3, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 6, 30, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 
25, 1, Oak_Shelter, 133439, 6799, 81, 236.7, 1, 1, 396.8, 99.2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 
25, 1, Thinning_PineHard, 110487, 6490, 103, 17282, 7, 5, 968.84, 48.44, 11, 4, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 
25, 1, Pine_Unevenaged, 138911, 6207, 211, 1628.3, 2, 2, 123.52, 15.44, 14, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 133005, 6935, 71, 220, 2, 2, 1026.88, 128.36, 4, 23, 6, 0, 4, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 
25, 1, Oak_Shelter, 100975, 6639, 60, 270, 3, 3, 154.12, 12.84, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 0, 
25, 1, Aspen_Clearcut, 144583, 6230, 0, 1065, 4, 4, 1292.68, 80.79, 0, 55, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, CNF_SpruceFir, 111606, 6758, 0, 612, 6, 6, 3963.52, 165.15, 0, 95, 18, 0, 4, 6, 0, 0, 9, 0, 0, 6, 0, 0, 3, 0, 9, 4, 5, 0, 0, 0, 4, 14, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 6, 0, 
25, 1, Hardwoods_Unevenaged, 142068, 6825, 81, 304, 1, 1, 98.32, 24.58, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 133903, 7268, 91, 202.5, 2, 2, 1013.48, 126.69, 3, 12, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 143796, 6940, 71, 220, 1, 1, 739.44, 184.86, 1, 6, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 
25, 1, CNF_SpruceFir, 137237, 6625, 0, 650, 1, 1, 591.36, 147.84, 0, 13, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, CNF_SpruceFir, 138510, 6995, 0, 590, 1, 1, 580.08, 145.02, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 104397, 6804, 0, 737.2, 3, 3, 1606.8, 133.9, 0, 36, 0, 0, 0, 2, 0, 0, 5, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 2, 15, 0, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 
25, 1, CNF_SpruceFir, 145596, 6918, 0, 599.7, 7, 7, 4116.52, 147.02, 0, 67, 4, 2, 3, 1, 0, 0, 3, 0, 0, 2, 1, 0, 4, 1, 0, 1, 0, 0, 1, 0, 0, 28, 0, 0, 0, 0, 0, 7, 2, 0, 0, 3, 4, 0, 
25, 1, LowlandConifer_Clearcut, 131279, 6150, 0, 812.2, 2, 2, 723.52, 90.44, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 104881, 6553, 111, 286.7, 1, 1, 253.72, 63.43, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 143999, 6470, 0, 839.5, 1, 1, 480.16, 120.04, 0, 11, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Unevenaged, 132046, 6135, 121, 336.7, 1, 1, 14.76, 3.69, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Hardwoods_Unevenaged, 100703, 6205, 131, 2346, 1, 1, 72.36, 18.09, 9, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 
25, 1, Pine_Unevenaged, 101250, 6252, 188, 1470.8, 4, 4, 654.04, 40.88, 39, 11, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Pine_Unevenaged, 111540, 6250, 141, 1515, 1, 1, 160.84, 40.21, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Thinning_PineHard, 135388, 6849, 77, 16820, 6, 5, 331.68, 16.58, 17, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 
25, 1, Thinning_RedPine, 110408, 6146, 241, 1883.3, 1, 1, 34.16, 8.54, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Hardwoods_Unevenaged, 138370, 6660, 91, 344, 1, 1, 104, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 
25, 1, Thinning_PineHard, 119466, 7047, 85, 16680, 24, 6, 182.96, 7.62, 13, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Hardwoods_Unevenaged, 102787, 6921, 121, 242, 1, 1, 6.12, 1.53, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Oak_Shelter, 147600, 6904, 71, 220, 1, 1, 270.76, 67.69, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 
25, 1, Pine_Unevenaged, 148184, 6176, 241, 1698.3, 1, 1, 231.56, 57.89, 12, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Aspen_Clearcut, 138022, 6382, 0, 873.3, 2, 2, 1252.4, 156.55, 0, 26, 0, 0, 0, 4, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 4, 1, 0, 0, 5, 0, 0, 
25, 1, LowlandConifer_Clearcut, 109820, 6123, 0, 817.8, 1, 1, 362.36, 90.59, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
