Time, ManagementArea, Prescription, StandMapCode, EventID, StandAge, StandRank, StandSiteCount, DamagedSites, MgBiomassRemoved, MgBioRemovedPerDamagedHa, CohortsDamaged, CohortsKilled, CohortsKilledByabiebals, CohortsKilledByacernegu, CohortsKilledByacerrubr, CohortsKilledByacersacc, CohortsKilledByacerspic, CohortsKilledBybetualle, CohortsKilledBybetupapy, CohortsKilledByceltis, CohortsKilledByfraxamer, CohortsKilledByfraxnigr, CohortsKilledByfraxpenn, CohortsKilledBylarilari, CohortsKilledByostrvirg, CohortsKilledBypiceglau, CohortsKilledBypicemari, CohortsKilledBypinubank, CohortsKilledBypinuresi, CohortsKilledBypinustro, CohortsKilledBypopubals, CohortsKilledBypopudelt, CohortsKilledBypopugran, CohortsKilledBypoputrem, CohortsKilledByprunpens, CohortsKilledByprunsero, CohortsKilledByprunvirg, CohortsKilledByqueralba, CohortsKilledByquerelli, CohortsKilledByquermacr, CohortsKilledByquerrubr, CohortsKilledBysalix, CohortsKilledBythujocci, CohortsKilledBytiliamer, CohortsKilledByulmuamer, CohortsKilledByulmurubr, 
5, 1, Oak_Shelter, 109592, 122, 51, 690, 1, 1, 624.56, 156.14, 0, 11, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 
5, 1, Aspen_Clearcut, 102729, 751, 0, 1390, 1, 1, 397.8, 99.45, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 1, Oak_Shelter, 129016, 622, 68, 316.3, 8, 8, 5277.68, 164.93, 12, 110, 0, 0, 12, 0, 0, 0, 22, 0, 0, 36, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 12, 6, 0, 0, 0, 14, 0, 
5, 1, Aspen_Clearcut, 109991, 815, 0, 1337.5, 1, 1, 262.12, 65.53, 0, 9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 1, Oak_Shelter, 144919, 1131, 25, 235.8, 2, 2, 1108.32, 138.54, 0, 15, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 
5, 1, CNF_RPine_Clearcut, 109994, 148, 0, 635, 1, 1, 373, 93.25, 0, 14, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
5, 1, CNF_RPine_Clearcut, 104178, 163, 0, 635, 2, 2, 746, 93.25, 0, 28, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 0, 0, 0, 12, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 
5, 1, JPine_Clearcut, 117532, 316, 0, 224, 1, 1, 629.68, 157.42, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 1, Hardwoods_Unevenaged, 119365, 555, 71, 570, 1, 1, 67.36, 16.84, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
5, 1, Hardwoods_Unevenaged, 125359, 561, 141, 568, 1, 1, 157.72, 39.43, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
5, 1, CNF_SpruceFir, 108826, 270, 0, 1436, 1, 1, 530, 132.5, 0, 14, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 1, Oak_Shelter, 129896, 15, 91, 1465, 1, 1, 827.68, 206.92, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 
5, 1, CNF_SpruceFir, 126993, 738, 0, 1072, 2, 2, 1333.84, 166.73, 0, 22, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 
5, 1, JPine_Clearcut, 119829, 272, 0, 224, 2, 2, 1259.36, 157.42, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 1, Oak_Unevenaged, 136289, 91, 61, 101.7, 1, 1, 880, 220, 1, 16, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 
5, 1, Oak_Unevenaged, 138501, 69, 61, 101.7, 1, 1, 880, 220, 1, 16, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 
5, 1, CNF_SpruceFir, 130778, 571, 0, 1152, 1, 1, 559.16, 139.79, 0, 11, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 1, Thinning_PineHard, 147687, 452, 106, 17398, 2, 1, 15.16, 3.79, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 1, CNF_SpruceFir, 121110, 419, 0, 1312, 1, 1, 433.88, 108.47, 0, 11, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Thinning_PineHard, 465535, 1503, 73, 61, 90774, 29485, 3038599.84, 25.76, 64163, 7148, 0, 0, 3661, 2752, 0, 54, 0, 0, 0, 12232, 0, 0, 0, 9872, 0, 0, 19211, 10775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7148, 0, 0, 5023, 583, 0, 
5, 4, Aspen_Clearcut, 400000, 1508, 0, 196.4, 1797, 1711, 915653.36, 133.79, 0, 15742, 941, 18, 1141, 730, 0, 34, 1449, 0, 0, 1117, 307, 635, 152, 268, 641, 306, 390, 225, 295, 0, 346, 2543, 3, 44, 8, 6, 29, 1340, 820, 14, 615, 934, 388, 3, 
5, 4, LowlandConifer_Clearcut, 449604, 1521, 0, 101.1, 1, 1, 377.2, 94.3, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Thinning_RedPine, 449611, 1485, 0, 240, 1, 1, 414.6, 103.65, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Thinning_RedPine, 449650, 1492, 21, 103.3, 4, 4, 1072.08, 67.01, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, LowlandConifer_Clearcut, 429348, 1514, 0, 156.7, 1, 1, 380.24, 95.06, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Thinning_Aspen, 412475, 1523, 41, 36, 1, 1, 88.72, 22.18, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, CNF_SpruceFir, 449665, 1512, 0, 142, 1, 1, 460.88, 115.22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, LowlandConifer_Clearcut, 449672, 1504, 0, 235.6, 1, 1, 303, 75.75, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Aspen_Clearcut, 449671, 1507, 0, 820, 1, 1, 663.44, 165.86, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 
5, 4, JPine_Clearcut, 449675, 1511, 0, 202, 1, 1, 516.52, 129.13, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
5, 4, JPine_Clearcut, 449133, 1520, 0, 147.5, 4, 4, 1678.92, 104.93, 0, 25, 5, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 
5, 4, JPine_Clearcut, 449089, 1524, 0, 102, 1, 1, 383.32, 95.83, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, JPine_Clearcut, 449103, 1487, 0, 528, 1, 1, 734.32, 183.58, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 
5, 4, Oak_Shelter, 449140, 1499, 17, 73.3, 3, 3, 1229.28, 102.44, 0, 18, 2, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 
5, 4, CNF_RPine_Clearcut, 449154, 1493, 0, 60.5, 2, 2, 891.16, 111.4, 0, 5, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
5, 4, Pine_Unevenaged, 449300, 1505, 57, 14.8, 8, 7, 1791.64, 63.99, 17, 23, 0, 0, 0, 8, 0, 0, 2, 0, 0, 2, 0, 0, 1, 8, 0, 6, 0, 1, 2, 0, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Thinning_Aspen, 415399, 1490, 31, 64, 1, 1, 20.6, 5.15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Oak_Clearcut, 449204, 1495, 0, 236.7, 1, 1, 732.12, 183.03, 0, 9, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 
5, 4, CNF_SpruceFir, 449216, 1488, 0, 224, 1, 1, 599.68, 149.92, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
5, 4, JPine_Clearcut, 449759, 1501, 0, 446, 2, 2, 1043.04, 130.38, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 
5, 4, CNF_RPine_Clearcut, 449760, 1491, 0, 101, 1, 1, 713.6, 178.4, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 
5, 4, Hardwoods_Unevenaged, 449262, 1496, 121, 1420, 1, 1, 130.92, 32.73, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
5, 4, LowlandConifer_Clearcut, 449764, 1510, 81, 235.6, 1, 1, 364.56, 91.14, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Thinning_Aspen, 449280, 1519, 51, 55, 1, 1, 11.6, 2.9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, CNF_SpruceFir, 449290, 1502, 0, 224, 1, 1, 569.8, 142.45, 0, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
5, 4, CNF_SpruceFir, 401534, 1516, 0, 102, 2, 2, 1215.6, 151.95, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 4, 0, 0, 6, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 
5, 4, CNF_RPine_Clearcut, 449306, 1486, 0, 106, 2, 2, 1162.24, 145.28, 0, 23, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 3, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
5, 4, LowlandConifer_Clearcut, 449804, 1525, 120, 50.6, 2, 2, 829.52, 103.69, 0, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, LowlandConifer_Clearcut, 449805, 1518, 0, 101.1, 1, 1, 377.52, 94.38, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, CNF_SpruceFir, 449384, 1515, 0, 106, 4, 4, 1533.6, 95.85, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
5, 4, CNF_SpruceFir, 449399, 1506, 0, 224, 1, 1, 625.2, 156.3, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
5, 4, LowlandConifer_Clearcut, 449821, 1509, 0, 235.6, 1, 1, 400.8, 100.2, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, JPine_Clearcut, 449500, 1522, 0, 102, 1, 1, 548.72, 137.18, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Thinning_Aspen, 449850, 1494, 91, 59, 1, 1, 215.8, 53.95, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Thinning_Aspen, 449518, 1513, 51, 56, 2, 2, 122.52, 15.32, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Oak_Clearcut, 449855, 1489, 0, 405, 1, 1, 814.24, 203.56, 0, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 
5, 4, CNF_SpruceFir, 449527, 1517, 0, 102, 2, 2, 1186.88, 148.36, 0, 26, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 4, 8, 0, 0, 0, 0, 0, 
5, 4, LowlandConifer_Clearcut, 449863, 1500, 0, 336.1, 2, 2, 804.28, 100.54, 0, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, Oak_Shelter, 449547, 1498, 50, 194.2, 2, 1, 715.04, 178.76, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 
5, 4, Pine_Unevenaged, 449552, 1497, 91, 253.3, 2, 2, 965.92, 120.74, 6, 6, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 
5, 5, Pine_Unevenaged, 500000, 1530, 39, 14.2, 1015, 918, 336319.08, 91.59, 836, 5228, 567, 14, 343, 60, 0, 7, 642, 0, 0, 483, 31, 554, 34, 50, 706, 372, 173, 96, 170, 0, 148, 1174, 0, 0, 4, 0, 3, 101, 55, 4, 216, 46, 11, 0, 
5, 5, Oak_Unevenaged, 565535, 1536, 32, 0.1, 29339, 27110, 10690289.2, 98.58, 4496, 185414, 18682, 151, 14430, 5394, 35, 467, 19616, 0, 94, 16709, 4599, 13205, 1099, 0, 18233, 9056, 11028, 0, 5416, 0, 3971, 36248, 55, 490, 128, 20, 184, 4292, 1930, 154, 0, 0, 4224, 0, 
5, 5, Thinning_PineHard, 549009, 1545, 81, 28, 1, 1, 6.92, 1.73, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, Thinning_Aspen, 549609, 1544, 31, 12, 1, 1, 39.68, 9.92, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, JPine_Clearcut, 549611, 1532, 0, 224, 1, 1, 288.92, 72.23, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, CNF_SpruceFir, 549615, 1538, 0, 394.4, 5, 5, 2447.6, 122.38, 0, 43, 7, 0, 4, 3, 0, 0, 3, 0, 0, 3, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 
5, 5, Aspen_Clearcut, 549641, 1540, 0, 205, 1, 1, 527.44, 131.86, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, Pine_Unevenaged, 549061, 1527, 30, 14.8, 8, 8, 1995, 62.34, 4, 32, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, LowlandConifer_Clearcut, 549062, 1529, 0, 392.2, 1, 1, 311.4, 77.85, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, Aspen_Clearcut, 549672, 1531, 0, 244.5, 1, 1, 477.08, 119.27, 0, 5, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, Aspen_Clearcut, 549073, 1550, 0, 122.3, 2, 1, 477.08, 119.27, 0, 5, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, LowlandConifer_Clearcut, 549703, 1541, 0, 235.6, 2, 2, 606, 75.75, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, LowlandConifer_Clearcut, 549102, 1542, 0, 162.8, 2, 2, 580.76, 72.6, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, Thinning_RedPine, 549110, 1551, 21, 103.3, 1, 1, 234.76, 58.69, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, Thinning_Aspen, 533493, 1539, 31, 34, 1, 1, 46.12, 11.53, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, LowlandConifer_Clearcut, 549710, 1552, 0, 67.4, 3, 3, 1309.76, 109.15, 0, 19, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 5, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, Oak_Shelter, 549154, 1548, 34, 67.6, 7, 3, 1394.32, 116.19, 4, 37, 0, 0, 2, 4, 0, 0, 2, 0, 0, 4, 4, 6, 0, 0, 5, 0, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 
5, 5, Oak_Clearcut, 549725, 1534, 0, 118.3, 1, 1, 662.32, 165.58, 0, 15, 4, 0, 4, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
5, 5, CNF_SpruceFir, 549733, 1535, 0, 406, 1, 1, 686.8, 171.7, 0, 14, 4, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, Oak_Clearcut, 549746, 1533, 0, 588.3, 1, 1, 587.52, 146.88, 0, 9, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 
5, 5, JPine_Clearcut, 549184, 1537, 0, 74.7, 3, 3, 1080.2, 90.02, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, Aspen_Clearcut, 549749, 1543, 0, 191.3, 2, 2, 814.84, 101.86, 0, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, LowlandConifer_Clearcut, 549751, 1546, 20, 112.2, 2, 2, 790.12, 98.77, 0, 12, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 5, Oak_Clearcut, 549768, 1549, 0, 55, 4, 1, 704.36, 176.09, 0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 
5, 5, Thinning_Aspen, 549776, 1547, 51, 9, 1, 1, 84.28, 21.07, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
